$GPGGA,000005.00,3653.69858569,N,01011.12963689,E,1,05,2.87,+0.00,M,00.000,M,,*40
$GPGGA,000005.10,3653.69899135,N,01011.12950670,E,1,05,2.87,+0.00,M,00.000,M,,*47
$GPGGA,000005.20,3653.69932282,N,01011.12941618,E,1,05,2.87,+0.00,M,00.000,M,,*45
$GPGGA,000005.30,3653.69958092,N,01011.12936363,E,1,05,2.87,+0.00,M,00.000,M,,*42
$GPGGA,000005.40,3653.69977268,N,01011.12934427,E,1,05,2.87,+0.00,M,00.000,M,,*4A
$GPGGA,000005.50,3653.69990657,N,01011.12934552,E,1,05,2.87,+0.00,M,00.000,M,,*49
$GPGGA,000005.60,3653.69999227,N,01011.12935462,E,1,05,2.87,+0.00,M,00.000,M,,*43
$GPGGA,000005.70,3653.70004044,N,01011.12936368,E,1,05,2.87,+0.00,M,00.000,M,,*4E
$GPGGA,000005.80,3653.70006203,N,01011.12936914,E,1,05,2.87,+0.00,M,00.000,M,,*43
$GPGGA,000005.90,3653.70006781,N,01011.12937086,E,1,05,2.87,+0.00,M,00.000,M,,*4E
$GPGGA,000006.00,3653.70006781,N,01011.12937086,E,1,05,2.87,+0.00,M,00.000,M,,*44
